ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9787264,HX436498,09/15/2014 06:30:00 PM,060XX S LOOMIS BLVD,0810,THEFT,OVER $500,RESIDENCE,false,false,0713,007,16,67,06,1168032,1864649,2014,02/10/2018 03:50:01 PM,41.784133433,-87.659473194,"(41.784133433, -87.659473194)"
9792826,HX441734,09/23/2014 11:00:00 PM,002XX N SACRAMENTO BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1222,012,2,27,08B,1156351,1901266,2014,02/10/2018 03:50:01 PM,41.884858125,-87.701312686,"(41.884858125, -87.701312686)"
9792972,HX441936,09/24/2014 07:20:00 PM,033XX E 91ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0424,004,10,46,14,1199886,1845255,2014,02/10/2018 03:50:01 PM,41.730170665,-87.543339309,"(41.730170665, -87.543339309)"
9799790,HX448955,09/30/2014 02:00:00 AM,023XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1013,010,22,30,08B,1152076,1888124,2014,02/10/2018 03:50:01 PM,41.848880315,-87.717357515,"(41.848880315, -87.717357515)"
9805164,HX453820,10/03/2014 03:00:00 PM,024XX N LARAMIE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2521,025,31,19,04B,1141309,1915892,2014,02/10/2018 03:50:01 PM,41.925284257,-87.756188466,"(41.925284257, -87.756188466)"
9806029,HX454971,10/04/2014 01:40:00 PM,055XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0824,008,16,63,08B,1159979,1867828,2014,02/10/2018 03:50:01 PM,41.793026434,-87.688911342,"(41.793026434, -87.688911342)"
9806327,HX455398,10/04/2014 08:30:00 PM,025XX W 65TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0832,008,15,66,18,1160691,1861473,2014,02/10/2018 03:50:01 PM,41.775572771,-87.686475813,"(41.775572771, -87.686475813)"
9806755,HX455916,10/04/2014 11:00:00 PM,054XX W GRACE ST,0810,THEFT,OVER $500,STREET,false,false,1633,016,38,15,06,1139395,1924772,2014,02/10/2018 03:50:01 PM,41.94968702,-87.763004427,"(41.94968702, -87.763004427)"
9808623,HX457593,10/06/2014 07:45:00 AM,028XX W 84TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0835,008,18,70,05,1158860,1848578,2014,02/10/2018 03:50:01 PM,41.740224517,-87.693539674,"(41.740224517, -87.693539674)"
9808640,HX457900,10/06/2014 08:10:00 PM,096XX S CHARLES ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,true,false,2213,022,19,72,18,1167130,1840954,2014,02/10/2018 03:50:01 PM,41.719130404,-87.663456665,"(41.719130404, -87.663456665)"
9809349,HX449866,09/30/2014 05:15:00 PM,0000X W CHECKPOINT 9 ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1653,016,41,76,26,1102258,1934667,2014,02/10/2018 03:50:01 PM,41.977437325,-87.899335231,"(41.977437325, -87.899335231)"
9811231,HX450944,10/01/2014 12:04:00 PM,011XX N HARDING AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,true,false,1112,011,27,23,18,1149847,1907236,2014,02/10/2018 03:50:01 PM,41.901369392,-87.725041113,"(41.901369392, -87.725041113)"
9811487,HX460143,10/08/2014 04:45:00 PM,001XX N WELLS ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,CONVENIENCE STORE,false,false,0122,001,42,32,26,1174701,1901579,2014,02/10/2018 03:50:01 PM,41.885326396,-87.633919718,"(41.885326396, -87.633919718)"
9813663,HX462560,10/10/2014 02:07:00 PM,039XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1132,011,24,26,18,1150266,1896408,2014,02/10/2018 03:50:01 PM,41.871648038,-87.723784586,"(41.871648038, -87.723784586)"
9814978,HX464303,10/11/2014 06:30:00 PM,0000X E HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1834,018,42,8,07,1176481,1905078,2014,02/10/2018 03:50:01 PM,41.894887839,-87.627277583,"(41.894887839, -87.627277583)"
9815015,HX464227,10/11/2014 10:15:00 PM,044XX W WILCOX ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1113,011,28,26,08A,1146717,1898966,2014,02/10/2018 03:50:01 PM,41.878735913,-87.736749223,"(41.878735913, -87.736749223)"
9816589,HX466107,10/11/2014 04:00:00 AM,059XX S JUSTINE ST,0810,THEFT,OVER $500,STREET,false,false,0713,007,15,67,06,1167025,1865312,2014,02/10/2018 03:50:01 PM,41.785974384,-87.663146297,"(41.785974384, -87.663146297)"
9820197,HX469668,10/16/2014 09:00:00 AM,012XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1011,010,24,29,08B,1151903,1894190,2014,02/10/2018 03:50:01 PM,41.865529539,-87.717832854,"(41.865529539, -87.717832854)"
9823040,HX472973,10/18/2014 08:00:00 AM,041XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,12,61,07,1166366,1877352,2014,02/10/2018 03:50:01 PM,41.819027613,-87.665219378,"(41.819027613, -87.665219378)"
9824086,HX473897,10/18/2014 11:00:00 PM,071XX S HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0833,008,13,65,14,1152265,1857088,2014,02/10/2018 03:50:01 PM,41.763709397,-87.717480054,"(41.763709397, -87.717480054)"
9824942,HX475024,10/18/2014 02:30:00 AM,016XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,false,false,1814,018,43,7,11,1175164,1911183,2014,02/10/2018 03:50:01 PM,41.911669895,-87.631931184,"(41.911669895, -87.631931184)"
9830031,HX479790,10/24/2014 01:50:00 AM,030XX S KEDVALE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,1031,010,22,30,04B,1149198,1884098,2014,02/10/2018 03:50:01 PM,41.837888611,-87.728024274,"(41.837888611, -87.728024274)"
9830325,HX479980,10/24/2014 09:05:00 AM,048XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2533,025,37,25,08B,1143637,1910194,2014,02/10/2018 03:50:01 PM,41.909605035,-87.747777145,"(41.909605035, -87.747777145)"
9832136,HX482076,10/25/2014 05:00:00 PM,001XX W DIVISION ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,false,1824,018,42,8,04A,1175144,1908348,2014,02/10/2018 03:50:01 PM,41.903890971,-87.632089801,"(41.903890971, -87.632089801)"
9832982,HX483156,10/26/2014 04:23:00 PM,010XX S SACRAMENTO BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1134,011,28,29,18,1156520,1895323,2014,02/10/2018 03:50:01 PM,41.868546523,-87.70085291,"(41.868546523, -87.70085291)"
9833214,HX483324,10/26/2014 06:53:00 PM,002XX N KENNETH AVE,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,SIDEWALK,true,false,1113,011,28,26,04B,1146691,1900724,2014,02/10/2018 03:50:01 PM,41.883560565,-87.736799822,"(41.883560565, -87.736799822)"
9834161,HX484082,10/27/2014 12:30:00 PM,088XX S ESCANABA AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0423,004,10,46,03,1196922,1846951,2014,02/10/2018 03:50:01 PM,41.734898766,-87.554140862,"(41.734898766, -87.554140862)"
9835952,HX485279,10/28/2014 10:46:00 AM,081XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,BANK,false,false,0614,006,21,71,03,1167090,1850705,2014,02/10/2018 03:50:01 PM,41.745889451,-87.663325153,"(41.745889451, -87.663325153)"
9837814,HX487215,10/29/2014 10:30:00 AM,061XX S MAPLEWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0825,008,15,66,05,1160423,1863945,2014,02/10/2018 03:50:01 PM,41.782361812,-87.687390207,"(41.782361812, -87.687390207)"
9838089,HX487481,10/29/2014 11:01:00 PM,072XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0731,007,17,69,18,1175546,1857010,2014,02/10/2018 03:50:01 PM,41.763006271,-87.632152454,"(41.763006271, -87.632152454)"
9838155,HX487547,10/30/2014 02:34:00 AM,003XX S CICERO AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1131,011,24,25,18,1144443,1898064,2014,02/10/2018 03:50:01 PM,41.876303787,-87.745121695,"(41.876303787, -87.745121695)"
9840972,HX490025,10/31/2014 04:15:00 PM,011XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1133,011,24,29,06,1153879,1894754,2014,02/10/2018 03:50:01 PM,41.867038112,-87.710563803,"(41.867038112, -87.710563803)"
9842847,HX492609,11/02/2014 09:20:00 PM,012XX N CLYBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1821,018,27,8,08B,1172799,1908580,2014,02/10/2018 03:50:01 PM,41.904579871,-87.640696598,"(41.904579871, -87.640696598)"
9844608,HX494104,11/03/2014 11:12:00 PM,107XX S BURLEY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,0432,004,10,52,18,1199536,1834317,2014,02/10/2018 03:50:01 PM,41.700164677,-87.544988315,"(41.700164677, -87.544988315)"
9847683,HX492688,11/02/2014 10:40:00 PM,028XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1421,014,1,24,08B,1157248,1910512,2014,02/10/2018 03:50:01 PM,41.910211791,-87.697767231,"(41.910211791, -87.697767231)"
9848843,HX497389,11/06/2014 03:20:00 PM,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1141989,1899535,2014,02/10/2018 03:50:01 PM,41.880386193,-87.754095623,"(41.880386193, -87.754095623)"
9850510,HX498895,11/07/2014 05:15:00 PM,005XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1834,018,42,8,06,1177337,1904039,2014,02/10/2018 03:50:01 PM,41.892017399,-87.624165306,"(41.892017399, -87.624165306)"
9851512,HX500406,11/09/2014 01:22:00 AM,031XX N CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2514,025,30,19,08B,1138485,1920300,2014,02/10/2018 03:50:01 PM,41.937431969,-87.766458235,"(41.937431969, -87.766458235)"
9853426,HX501910,11/08/2014 06:28:00 PM,0000X S LA SALLE ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0122,001,42,32,05,1175138,1900236,2014,02/10/2018 03:50:01 PM,41.881631341,-87.632355275,"(41.881631341, -87.632355275)"
9855131,HX504076,11/11/2014 06:00:00 AM,071XX S ROCKWELL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,true,true,0832,008,18,66,11,1160277,1857183,2014,02/10/2018 03:50:01 PM,41.763808927,-87.688111482,"(41.763808927, -87.688111482)"
9857786,HX506925,11/12/2014 09:45:00 AM,022XX N ROCKWELL ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",false,true,1431,014,1,22,26,1158570,1915061,2014,02/10/2018 03:50:01 PM,41.922667612,-87.692785899,"(41.922667612, -87.692785899)"
9857981,HX507147,11/14/2014 06:39:00 PM,015XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,1422,014,26,23,18,1154737,1910216,2014,02/10/2018 03:50:01 PM,41.909450227,-87.706999635,"(41.909450227, -87.706999635)"
9858527,HX507896,11/15/2014 11:35:00 AM,051XX W WABANSIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2533,025,37,25,06,1141975,1910822,2014,02/10/2018 03:50:01 PM,41.911359309,-87.753867114,"(41.911359309, -87.753867114)"
9858621,HX507815,11/15/2014 09:54:00 AM,048XX N CLARK ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,2032,020,46,3,06,1165255,1932676,2014,02/10/2018 03:50:01 PM,41.970864373,-87.667720488,"(41.970864373, -87.667720488)"
9858987,HX508558,11/15/2014 10:45:00 PM,035XX W 15TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1021,010,24,29,08B,1152807,1892477,2014,02/10/2018 03:50:01 PM,41.860811039,-87.714559531,"(41.860811039, -87.714559531)"
9859237,HX508955,09/01/2014 08:00:00 AM,016XX N SAWYER AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1422,014,26,23,02,1154334,1910757,2014,02/04/2016 06:33:39 AM,41.910942844,-87.708465609,"(41.910942844, -87.708465609)"
9859732,HX509422,11/16/2014 05:29:00 PM,026XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1125,011,2,27,08B,1158708,1899586,2014,02/10/2018 03:50:01 PM,41.880200089,-87.692703453,"(41.880200089, -87.692703453)"
9862302,HX512145,11/19/2014 03:00:00 AM,003XX E MARQUETTE RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0322,003,20,69,18,1179531,1860661,2014,02/04/2016 06:33:39 AM,41.772934931,-87.617435449,"(41.772934931, -87.617435449)"
9863051,HX512804,11/19/2014 03:55:00 PM,082XX W HIGGINS RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1614,016,41,10,06,1120713,1937763,2014,02/04/2016 06:33:39 AM,41.985656459,-87.831398891,"(41.985656459, -87.831398891)"
9864338,HX513951,11/20/2014 01:00:00 PM,020XX W 47TH ST,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,0931,009,12,61,05,1163581,1873495,2014,02/10/2018 03:50:01 PM,41.808502525,-87.675544128,"(41.808502525, -87.675544128)"
9864468,HX514217,11/20/2014 06:50:00 PM,039XX N KILBOURN AVE,0460,BATTERY,SIMPLE,STREET,false,false,1731,017,38,16,08B,1145398,1925590,2014,02/10/2018 03:50:01 PM,41.951819945,-87.740917118,"(41.951819945, -87.740917118)"
9866259,HX516328,11/17/2014 01:00:00 PM,0000X W CHICAGO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,1832,018,42,8,11,1175592,1905711,2014,02/04/2016 06:33:39 AM,41.896644852,-87.630523558,"(41.896644852, -87.630523558)"
9867059,HX517433,11/22/2014 10:00:00 PM,050XX W CULLOM AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1624,016,45,15,05,1141897,1928117,2014,02/10/2018 03:50:01 PM,41.958819944,-87.75372411,"(41.958819944, -87.75372411)"
9867436,HX518050,11/23/2014 07:55:00 PM,026XX E 73RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0334,003,7,43,18,1195173,1857638,2014,02/04/2016 06:33:39 AM,41.764268002,-87.560196515,"(41.764268002, -87.560196515)"
9869848,HX520160,10/19/2014 12:00:00 PM,011XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0123,001,2,32,11,1177422,1895476,2014,02/10/2018 03:50:01 PM,41.868518128,-87.624113021,"(41.868518128, -87.624113021)"
9870181,HX520600,11/25/2014 07:00:00 AM,075XX S VERNON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0624,006,6,69,05,1180553,1855041,2014,02/10/2018 03:50:01 PM,41.757489661,-87.613861412,"(41.757489661, -87.613861412)"
9872799,HX523108,11/28/2014 03:40:00 PM,081XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,0613,006,21,71,14,1171724,1850865,2014,02/10/2018 03:50:01 PM,41.746228242,-87.646340569,"(41.746228242, -87.646340569)"
9873544,HX524101,11/29/2014 01:50:00 PM,013XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1232,012,25,28,08B,1170121,1893889,2014,02/10/2018 03:50:01 PM,41.864325673,-87.650962679,"(41.864325673, -87.650962679)"
9874023,HX524880,11/30/2014 01:00:00 AM,028XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,STREET,false,false,1222,012,2,27,08A,1157252,1900552,2014,02/10/2018 03:50:01 PM,41.882880585,-87.698023476,"(41.882880585, -87.698023476)"
9877684,HX528616,12/01/2014 06:00:00 AM,047XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0922,009,12,58,06,1160167,1873097,2014,02/04/2016 06:33:39 AM,41.807481384,-87.688076925,"(41.807481384, -87.688076925)"
9879409,HX529890,12/04/2014 11:09:00 AM,058XX N RAVENSWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2012,020,40,4,26,1163336,1938574,2014,02/10/2018 03:50:01 PM,41.987089397,-87.674610028,"(41.987089397, -87.674610028)"
9881303,HX532128,12/05/2014 11:55:00 PM,003XX N LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1523,015,28,25,14,1140651,1901700,2014,02/10/2018 03:50:01 PM,41.886351901,-87.758955483,"(41.886351901, -87.758955483)"
9881554,HX532528,12/01/2014 01:00:00 PM,038XX N OKETO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1631,016,36,17,05,1126043,1924696,2014,02/10/2018 03:50:01 PM,41.949711786,-87.812087391,"(41.949711786, -87.812087391)"
9889780,HX539687,12/12/2014 03:01:00 PM,071XX W BELMONT AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,1632,016,36,17,24,1128003,1920448,2014,02/10/2018 03:50:01 PM,41.938021835,-87.804978771,"(41.938021835, -87.804978771)"
9890836,HX541089,12/13/2014 02:00:00 PM,081XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0614,006,21,71,14,1166759,1850689,2014,02/10/2018 03:50:01 PM,41.745852611,-87.664538462,"(41.745852611, -87.664538462)"
9894317,HX491135,12/01/2014 04:20:00 PM,028XX W JACKSON BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,true,false,1124,011,2,27,18,1157656,1898569,2014,02/10/2018 03:50:01 PM,41.877430826,-87.696593992,"(41.877430826, -87.696593992)"
9896752,HX546742,12/17/2014 02:00:00 PM,044XX W WEST END AVE,0810,THEFT,OVER $500,APARTMENT,false,true,1113,011,28,26,06,1146602,1900602,2014,02/10/2018 03:50:01 PM,41.88322748,-87.737129753,"(41.88322748, -87.737129753)"
9898213,HX548427,12/19/2014 05:47:00 PM,068XX S CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0832,008,17,66,08B,1161913,1859278,2014,02/10/2018 03:50:01 PM,41.769524074,-87.682057002,"(41.769524074, -87.682057002)"
9899350,HX549769,12/20/2014 07:00:00 AM,035XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1121,011,27,23,14,1152756,1904442,2014,02/10/2018 03:50:01 PM,41.893645286,-87.714430029,"(41.893645286, -87.714430029)"
9903068,HX553265,12/23/2014 06:30:00 PM,011XX N KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1111,011,37,23,14,1146159,1907374,2014,02/10/2018 03:50:01 PM,41.901819039,-87.738584122,"(41.901819039, -87.738584122)"
9907915,HX558482,12/28/2014 10:00:00 PM,116XX S ADA ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0524,005,34,53,06,1169419,1827664,2014,02/10/2018 03:50:01 PM,41.682611348,-87.655455915,"(41.682611348, -87.655455915)"
9911380,HY100442,01/01/2015 04:30:00 AM,014XX N KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2534,025,37,23,14,1148790,1909212,2015,02/10/2018 03:50:01 PM,41.906812237,-87.728872469,"(41.906812237, -87.728872469)"
9912902,HY101662,12/29/2014 12:50:00 PM,014XX N SEDGWICK ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1821,018,27,8,26,1173383,1909988,2014,02/10/2018 03:50:01 PM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
9913557,HY102632,11/23/2014 09:00:00 AM,027XX S HAMLIN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1031,010,22,30,11,1151483,1885504,2014,02/10/2018 03:50:01 PM,41.84170236,-87.719602613,"(41.84170236, -87.719602613)"
9916739,HY106371,01/06/2015 05:00:00 PM,069XX W FLETCHER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2511,025,36,18,08B,1129382,1920155,2015,02/10/2018 03:50:01 PM,41.937194374,-87.79991726,"(41.937194374, -87.79991726)"
9921474,HY110545,01/10/2015 07:10:00 PM,037XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0212,002,4,36,08B,1182216,1880471,2015,02/10/2018 03:50:01 PM,41.82723347,-87.606979388,"(41.82723347, -87.606979388)"
9923641,HY112883,01/12/2015 08:49:00 PM,092XX S BLACKSTONE AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,true,false,0413,004,8,48,18,1187730,1843976,2015,02/10/2018 03:50:01 PM,41.726958484,-87.5879103,"(41.726958484, -87.5879103)"
9924946,HY113739,01/13/2015 04:50:00 PM,013XX W 71ST ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0734,007,17,67,08A,1168443,1857678,2015,02/10/2018 03:50:01 PM,41.764995286,-87.658166965,"(41.764995286, -87.658166965)"
9925848,HY114545,01/13/2015 10:00:00 AM,072XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0333,003,5,43,26,1190796,1857400,2015,02/10/2018 03:50:01 PM,41.763721748,-87.576246692,"(41.763721748, -87.576246692)"
9926649,HY115493,01/14/2015 07:40:00 PM,066XX S DREXEL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0321,003,5,42,26,1183365,1861241,2015,02/10/2018 03:50:01 PM,41.774438068,-87.603363092,"(41.774438068, -87.603363092)"
9926879,HY115579,01/15/2015 07:45:00 AM,119XX S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0522,005,9,53,08B,1177407,1825774,2015,02/10/2018 03:50:01 PM,41.677248707,-87.626271858,"(41.677248707, -87.626271858)"
9929801,HY118513,01/17/2015 12:10:00 AM,085XX S KILPATRICK AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0834,008,18,70,05,1146590,1847528,2015,08/17/2015 03:03:40 PM,41.737584653,-87.738522711,"(41.737584653, -87.738522711)"
9931032,HY120208,01/18/2015 10:00:00 PM,020XX W ARTHUR AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,2412,024,50,2,08B,1161344,1943147,2015,02/10/2018 03:50:01 PM,41.999679671,-87.681808677,"(41.999679671, -87.681808677)"
9934120,HY123241,01/16/2015 02:00:00 AM,038XX N PONTIAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1631,016,36,17,14,1119707,1924512,2015,02/10/2018 03:50:01 PM,41.949310243,-87.835382252,"(41.949310243, -87.835382252)"
9936460,HY125282,01/23/2015 02:18:00 AM,006XX N CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,1122,011,27,23,08A,1152271,1903971,2015,02/10/2018 03:50:01 PM,41.892362401,-87.71622372,"(41.892362401, -87.71622372)"
9938078,HY126608,01/24/2015 01:05:00 AM,002XX S HAMLIN BLVD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1122,011,28,26,18,1151105,1898663,2015,02/10/2018 03:50:01 PM,41.877819618,-87.720645164,"(41.877819618, -87.720645164)"
9939118,HY127928,01/24/2015 10:00:00 PM,007XX W 50TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0935,009,3,61,14,1172199,1871713,2015,02/10/2018 03:50:01 PM,41.803427183,-87.643987733,"(41.803427183, -87.643987733)"
9939667,HY128709,01/24/2015 04:00:00 PM,003XX S CALIFORNIA AVE,0810,THEFT,OVER $500,VACANT LOT/LAND,false,false,1125,011,2,27,06,1157774,1898236,2015,08/17/2015 03:03:40 PM,41.876514638,-87.696169804,"(41.876514638, -87.696169804)"
9939669,HY128779,01/26/2015 03:00:00 AM,009XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,006,17,71,08B,1171463,1853781,2015,02/10/2018 03:50:01 PM,41.754235842,-87.647211724,"(41.754235842, -87.647211724)"
9942406,HY130433,01/27/2015 10:38:00 AM,013XX N HAMLIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,2535,025,30,23,15,1150795,1908758,2015,02/10/2018 03:50:01 PM,41.905527411,-87.721519117,"(41.905527411, -87.721519117)"
9944952,HY133294,01/29/2015 06:18:00 PM,016XX W 19TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1234,012,25,31,06,1165689,1890801,2015,02/10/2018 03:50:01 PM,41.85594744,-87.667320325,"(41.85594744, -87.667320325)"
9946331,HY134277,01/30/2015 03:30:00 PM,017XX S STATE ST,2027,NARCOTICS,POSS: CRACK,POLICE FACILITY/VEH PARKING LOT,true,false,0131,001,3,33,18,1176607,1891853,2015,02/10/2018 03:50:01 PM,41.858594819,-87.627214427,"(41.858594819, -87.627214427)"
9948305,HY136492,02/01/2015 03:30:00 PM,014XX W HOWARD ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,2422,024,49,1,08B,1165303,1950303,2015,02/10/2018 03:50:01 PM,42.019232277,-87.66703966,"(42.019232277, -87.66703966)"
9949156,HY138007,02/03/2015 07:00:00 AM,051XX N AVERS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1712,017,39,14,26,1149784,1933967,2015,02/10/2018 03:50:01 PM,41.974722701,-87.724575286,"(41.974722701, -87.724575286)"
