ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2022620,HH224879,03/06/2002 08:00:00 AM,062XX S HAMLIN AV,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,"SCHOOL, PUBLIC, BUILDING",true,false,0823,008,,,15,1152108,1863143,2002,02/28/2018 03:56:25 PM,41.780328363,-87.717896689,"(41.780328363, -87.717896689)"
2026328,HH228419,03/07/2002 08:44:25 PM,047XX S WABASH AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,false,false,0231,002,,,07,1177514,1873629,2002,02/28/2018 03:56:25 PM,41.808566234,-87.624437225,"(41.808566234, -87.624437225)"
2026482,HH231048,03/09/2002 01:10:00 AM,057XX W NORTH AV,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2531,025,,,08A,1137767,1910055,2002,02/28/2018 03:56:25 PM,41.909331542,-87.769344689,"(41.909331542, -87.769344689)"
2026627,HH234962,03/11/2002 09:33:36 AM,014XX N LARRABEE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",false,false,1822,018,,,17,1172070,1909757,2002,02/28/2018 03:56:25 PM,41.907825743,-87.643339622,"(41.907825743, -87.643339622)"
2027294,HH238231,03/12/2002 06:40:59 PM,027XX E 76 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0421,004,,,14,1195908,1855206,2002,02/28/2018 03:56:25 PM,41.757576262,-87.557583,"(41.757576262, -87.557583)"
2027298,HH238979,03/12/2002 08:00:00 PM,076XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0612,006,,,07,1167444,1853971,2002,02/28/2018 03:56:25 PM,41.754844238,-87.661934639,"(41.754844238, -87.661934639)"
2030340,HH235110,03/11/2002 11:15:00 AM,012XX N BURLING ST,2027,NARCOTICS,POSS: CRACK,CHA APARTMENT,true,false,1822,018,,,18,1171084,1908425,2002,02/28/2018 03:56:25 PM,41.904192368,-87.647000785,"(41.904192368, -87.647000785)"
2031470,HH240585,03/13/2002 08:15:00 PM,017XX E 70TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0332,003,5,43,06,1189149,1858915,2002,02/28/2018 03:56:25 PM,41.767918656,-87.582234719,"(41.767918656, -87.582234719)"
2032074,HH240908,03/14/2002 12:25:00 AM,004XX S FRANKLIN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),true,false,0131,001,,,06,1174386,1898413,2002,02/28/2018 03:56:25 PM,41.876645737,-87.635171022,"(41.876645737, -87.635171022)"
2032770,HH244833,03/15/2002 07:30:00 PM,016XX S CALIFORNIA AV,0560,ASSAULT,SIMPLE,STREET,false,false,1022,014,,,08A,1157451,1910850,2002,10/26/2018 04:01:05 PM,41.91113516,-87.697012275,"(41.91113516, -87.697012275)"
2036425,HH246437,03/16/2002 03:30:00 PM,057XX S CICERO AV,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,AIRPORT/AIRCRAFT,true,false,0813,008,,,15,1145662,1866073,2002,02/28/2018 03:56:25 PM,41.788492935,-87.7414552,"(41.788492935, -87.7414552)"
2039160,HH239458,03/13/2002 11:15:00 AM,021XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1222,012,,,18,1166703,1889711,2002,02/28/2018 03:56:25 PM,41.852934738,-87.663629657,"(41.852934738, -87.663629657)"
2039164,HH253851,03/20/2002 10:30:00 AM,026XX N MELVINA AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2512,025,,,26,1134622,1916912,2002,02/28/2018 03:56:25 PM,41.928204133,-87.780735909,"(41.928204133, -87.780735909)"
2039484,HH254134,03/18/2002 10:00:00 PM,045XX S WALLACE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0935,009,,,14,1173051,1874983,2002,02/10/2018 03:50:01 PM,41.812381595,-87.640766408,"(41.812381595, -87.640766408)"
2040317,HH209601,02/26/2002 07:30:00 AM,029XX W 56 ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,true,false,0824,008,,,26,1157800,1867370,2002,02/28/2018 03:56:25 PM,41.791814163,-87.696913984,"(41.791814163, -87.696913984)"
2042330,HH255703,03/21/2002 06:50:00 AM,069XX N WAYNE AV,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,2431,024,,,03,1165889,1945918,2002,02/28/2018 03:56:25 PM,42.007187234,-87.665009243,"(42.007187234, -87.665009243)"
2042629,HH252979,03/19/2002 07:45:00 PM,046XX W FOSTER AV,0560,ASSAULT,SIMPLE,STREET,false,false,1712,017,,,08A,1144479,1934166,2002,02/28/2018 03:56:25 PM,41.975370561,-87.744078593,"(41.975370561, -87.744078593)"
2042907,HH256247,03/21/2002 11:14:52 AM,033XX W BELMONT AV,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,1733,017,,,06,1153732,1921087,2002,02/28/2018 03:56:25 PM,41.939301223,-87.710401471,"(41.939301223, -87.710401471)"
2044955,HH261362,03/23/2002 10:00:00 AM,019XX W CRYSTAL ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1424,014,,,06,1163187,1908345,2002,02/28/2018 03:56:25 PM,41.904142555,-87.676010692,"(41.904142555, -87.676010692)"
2045162,HH259580,03/23/2002 12:35:00 AM,067XX S CHAPPEL AV,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0331,003,,,04B,1191035,1860786,2002,02/28/2018 03:56:25 PM,41.773007423,-87.575261338,"(41.773007423, -87.575261338)"
2048960,HH255433,03/20/2002 10:25:00 PM,023XX W FOSTER AV,1330,CRIMINAL TRESPASS,TO LAND,FIRE STATION,false,false,2012,020,,,26,1159858,1934475,2002,02/28/2018 03:56:25 PM,41.975914258,-87.687515865,"(41.975914258, -87.687515865)"
2048979,HH256612,03/21/2002 03:05:00 PM,062XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0711,007,,,18,1172046,1863262,2002,02/28/2018 03:56:25 PM,41.780240079,-87.644797085,"(41.780240079, -87.644797085)"
2049241,HH265384,03/25/2002 10:56:00 PM,006XX E 50 PL,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,0223,002,,,04A,1181195,1871667,2002,02/10/2018 03:50:01 PM,41.803098231,-87.610996751,"(41.803098231, -87.610996751)"
2049261,HH266683,03/26/2002 11:00:00 AM,078XX S CONSTANCE AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0414,004,,,07,1189895,1853410,2002,02/28/2018 03:56:25 PM,41.752794557,-87.579677115,"(41.752794557, -87.579677115)"
2051529,HH268893,03/15/2002 12:01:00 AM,099XX S EWING AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0432,004,,,06,1202137,1839827,2002,02/28/2018 03:56:25 PM,41.71521884,-87.535277751,"(41.71521884, -87.535277751)"
2052697,HH267897,03/27/2002 08:32:19 AM,016XX W 79 ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0611,006,,,26,1166608,1852321,2002,02/28/2018 03:56:25 PM,41.75033427,-87.665045312,"(41.75033427, -87.665045312)"
2056088,HH275744,03/30/2002 09:00:50 PM,076XX S WINCHESTER AV,0460,BATTERY,SIMPLE,STREET,false,true,0611,006,,,08B,1164680,1854100,2002,02/10/2018 03:50:01 PM,41.755256978,-87.6720603,"(41.755256978, -87.6720603)"
2057958,HH264138,03/25/2002 12:45:00 PM,073XX S VINCENNES AV,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,true,false,0731,007,,,18,1176151,1856338,2002,02/10/2018 03:50:01 PM,41.761148672,-87.629955173,"(41.761148672, -87.629955173)"
2059391,HH268598,03/27/2002 02:19:00 PM,046XX N CLIFTON AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,2311,019,,,18,1167678,1930884,2002,02/28/2018 03:56:25 PM,41.965895063,-87.658862814,"(41.965895063, -87.658862814)"
2059851,HH274475,03/30/2002 09:06:00 AM,051XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0934,009,,,14,1169857,1870648,2002,02/10/2018 03:50:01 PM,41.800555929,-87.652607894,"(41.800555929, -87.652607894)"
2060195,HH271835,03/28/2002 11:30:00 PM,027XX W OGDEN AV,2027,NARCOTICS,POSS: CRACK,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,1023,010,,,18,1158463,1892956,2002,02/28/2018 03:56:25 PM,41.862011728,-87.69378445,"(41.862011728, -87.69378445)"
2060525,HH281516,04/02/2002 03:45:00 PM,052XX S DR MARTN LUTHR KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0234,002,,,26,1179817,1870259,2002,02/10/2018 03:50:01 PM,41.799266223,-87.616093556,"(41.799266223, -87.616093556)"
2062666,HH282717,04/03/2002 11:42:40 AM,023XX W MADISON ST,0820,THEFT,$500 AND UNDER,DRUG STORE,true,false,1332,012,,,06,1160863,1899962,2002,02/10/2018 03:50:01 PM,41.881187452,-87.684780097,"(41.881187452, -87.684780097)"
2064602,HH275005,03/30/2002 01:47:44 PM,026XX W HADDON AV,0460,BATTERY,SIMPLE,RESIDENCE,true,true,1311,012,,,08B,1158664,1907542,2002,02/10/2018 03:50:01 PM,41.902032959,-87.692646884,"(41.902032959, -87.692646884)"
2066204,HH280739,03/31/2002 03:00:00 PM,016XX W 21 ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1222,012,,,08B,1165634,1890135,2002,02/28/2018 03:56:25 PM,41.854121045,-87.667541157,"(41.854121045, -87.667541157)"
2067290,HH289982,04/06/2002 11:30:00 AM,050XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,false,false,2024,020,,,06,1168723,1933733,2002,02/10/2018 03:50:01 PM,41.973690168,-87.654937629,"(41.973690168, -87.654937629)"
2070918,HH294843,04/09/2002 01:30:00 AM,049XX N SPAULDING AV,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,true,1713,017,,,26,1153487,1932668,2002,02/28/2018 03:56:25 PM,41.971085153,-87.710992821,"(41.971085153, -87.710992821)"
2072172,HH292949,04/08/2002 10:16:59 AM,011XX E 82 ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,0411,004,,,04A,1185080,1850848,2002,02/10/2018 03:50:01 PM,41.745878556,-87.597402208,"(41.745878556, -87.597402208)"
2073171,HH297502,04/05/2002 02:00:00 AM,027XX N GREENVIEW AV,0810,THEFT,OVER $500,STREET,false,false,1931,019,,,06,1165985,1918367,2002,02/28/2018 03:56:25 PM,41.931584242,-87.665446249,"(41.931584242, -87.665446249)"
2073394,HH286979,04/05/2002 12:00:00 PM,058XX S CALUMET AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0234,002,,,18,1179478,1866467,2002,02/28/2018 03:56:25 PM,41.78886838,-87.617452543,"(41.78886838, -87.617452543)"
2074834,HH297328,04/10/2002 08:50:00 AM,034XX W MC LEAN AV,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1413,014,,,08B,1153222,1913411,2002,02/28/2018 03:56:25 PM,41.918247811,-87.712480149,"(41.918247811, -87.712480149)"
2077035,HH299890,04/11/2002 11:10:00 AM,051XX S WOLCOTT AV,0460,BATTERY,SIMPLE,APARTMENT,false,false,0932,009,,,08B,1164553,1870615,2002,02/28/2018 03:56:25 PM,41.800578992,-87.672060314,"(41.800578992, -87.672060314)"
2080028,HH306073,04/14/2002 03:45:31 AM,080XX S HERMITAGE AV,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0611,006,,,08B,1166075,1851478,2002,02/10/2018 03:50:01 PM,41.748032301,-87.667022394,"(41.748032301, -87.667022394)"
2080266,HH297933,04/10/2002 02:02:18 PM,017XX N LATROBE AV,0560,ASSAULT,SIMPLE,STREET,false,true,2532,025,,,08A,1141130,1910968,2002,02/28/2018 03:56:25 PM,41.911775572,-87.756967805,"(41.911775572, -87.756967805)"
2081370,HH299020,04/10/2002 10:19:00 PM,003XX W ROOT ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0925,009,,,18,1174759,1877437,2002,02/28/2018 03:56:25 PM,41.819077654,-87.634428295,"(41.819077654, -87.634428295)"
2082905,HH301199,04/11/2002 08:35:00 PM,015XX W DEVON AV,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,2432,024,,,16,1165018,1942601,2002,02/28/2018 03:56:25 PM,41.998103926,-87.668308589,"(41.998103926, -87.668308589)"
2084028,HH311121,04/15/2002 08:30:00 PM,017XX W PEARSON ST,0810,THEFT,OVER $500,STREET,false,false,1322,012,,,06,1164430,1905847,2002,02/10/2018 03:50:01 PM,41.897261635,-87.671515628,"(41.897261635, -87.671515628)"
2087120,HH304944,04/13/2002 04:04:04 PM,110XX S MICHIGAN AV,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,DRUG STORE,false,false,0513,005,,,11,1178803,1831679,2002,02/10/2018 03:50:01 PM,41.693421344,-87.620983384,"(41.693421344, -87.620983384)"
2087988,HH314897,04/17/2002 08:00:00 PM,043XX N KENMORE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2322,019,46,3,07,1168386,1929067,2002,02/28/2018 03:56:25 PM,41.960893831,-87.656312438,"(41.960893831, -87.656312438)"
2088351,HH316509,04/18/2002 10:45:00 PM,056XX W IRVING PARK RD,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,STREET,true,false,1633,016,,,15,1138181,1926035,2002,02/10/2018 03:50:01 PM,41.953174896,-87.767436349,"(41.953174896, -87.767436349)"
2089066,HH311775,04/16/2002 04:42:00 PM,023XX N LINCOLN AV,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1812,018,,,05,1170769,1915953,2002,02/28/2018 03:56:25 PM,41.924856506,-87.647936871,"(41.924856506, -87.647936871)"
2092490,HH320498,04/20/2002 07:45:00 PM,028XX W 23 ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,true,false,1033,010,,,05,1157605,1888594,2002,02/28/2018 03:56:25 PM,41.850059426,-87.6970527,"(41.850059426, -87.6970527)"
2092744,HH319444,04/20/2002 11:34:10 AM,081XX S DREXEL AV,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0631,006,,,08B,1183653,1851119,2002,02/10/2018 03:50:01 PM,41.746655581,-87.602622531,"(41.746655581, -87.602622531)"
2095424,HH299724,04/10/2002 09:00:00 PM,024XX W VAN BUREN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1125,011,,,14,1160374,1898095,2002,02/28/2018 03:56:25 PM,41.87607436,-87.686627336,"(41.87607436, -87.686627336)"
2096396,HH324408,04/22/2002 04:55:00 PM,080XX S PRINCETON AV,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,true,true,0623,006,,,04B,1175682,1851634,2002,02/10/2018 03:50:01 PM,41.748250843,-87.631814662,"(41.748250843, -87.631814662)"
2098514,HH324469,04/22/2002 07:41:04 PM,094XX S BISHOP ST,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,2222,022,21,73,18,1168325,1842055,2002,02/28/2018 03:56:25 PM,41.722126116,-87.65904817,"(41.722126116, -87.65904817)"
2098710,HH324411,04/22/2002 06:53:32 PM,007XX E 63RD ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,SMALL RETAIL STORE,false,false,0313,003,20,42,26,1182210,1863398,2002,02/28/2018 03:56:25 PM,41.780383904,-87.607530342,"(41.780383904, -87.607530342)"
2101064,HH333579,04/27/2002 12:30:00 AM,014XX N SEDGWICK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1821,018,27,8,26,1173383,1909988,2002,02/10/2018 03:50:01 PM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
2101984,HH333488,04/26/2002 11:30:00 PM,087XX S LOWE AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, GROUNDS",true,false,2223,022,21,71,26,1173503,1846825,2002,02/28/2018 03:56:25 PM,41.735102791,-87.639941213,"(41.735102791, -87.639941213)"
2101994,HH333325,04/26/2002 09:34:35 PM,108XX S CHURCH ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,2212,022,19,75,08B,1167788,1833017,2002,02/28/2018 03:56:25 PM,41.697335939,-87.6612735,"(41.697335939, -87.6612735)"
2102767,HH336109,04/28/2002 12:00:00 AM,014XX E 62ND ST,0810,THEFT,OVER $500,OTHER,false,false,0314,003,20,42,06,1186732,1864170,2002,02/28/2018 03:56:25 PM,41.782396402,-87.590927716,"(41.782396402, -87.590927716)"
2105662,HH337404,04/28/2002 11:22:00 PM,090XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,false,false,0633,006,8,44,08B,1183142,1845289,2002,02/28/2018 03:56:25 PM,41.730669305,-87.604675814,"(41.730669305, -87.604675814)"
2108356,HH311680,04/16/2002 06:13:40 PM,043XX W FLOURNOY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,true,1131,011,24,26,04A,1147489,1896682,2002,02/10/2018 03:50:01 PM,41.872453588,-87.733973126,"(41.872453588, -87.733973126)"
2108527,HH332351,04/26/2002 01:00:00 PM,072XX W FOSTER AVE,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,DRUG STORE,true,false,1613,016,41,10,18,1127142,1933744,2002,02/28/2018 03:56:25 PM,41.974522089,-87.807843544,"(41.974522089, -87.807843544)"
2109490,HH341540,04/30/2002 07:15:43 PM,001XX W OAK ST,0850,THEFT,ATTEMPT THEFT,ALLEY,false,false,1832,018,42,8,06,1175099,1907126,2002,02/28/2018 03:56:25 PM,41.900538752,-87.632291777,"(41.900538752, -87.632291777)"
2111914,HH344154,05/02/2002 01:44:38 AM,036XX W 19TH ST,0460,BATTERY,SIMPLE,STREET,false,false,1014,010,24,29,08B,1152121,1890382,2002,02/10/2018 03:50:01 PM,41.855075653,-87.717132892,"(41.855075653, -87.717132892)"
2111982,HH330895,04/25/2002 07:00:00 AM,047XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0223,002,4,38,14,1181732,1873669,2002,02/28/2018 03:56:25 PM,41.808579482,-87.608965463,"(41.808579482, -87.608965463)"
2112953,HH346799,04/29/2002 11:00:00 AM,043XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0914,009,12,58,14,1160743,1875855,2002,02/10/2018 03:50:01 PM,41.81503779,-87.685888101,"(41.81503779, -87.685888101)"
2113093,HH349165,05/03/2002 05:00:00 PM,020XX W CORTEZ ST,0810,THEFT,OVER $500,OTHER,false,false,1312,012,32,24,06,1162536,1906991,2002,02/10/2018 03:50:01 PM,41.900440741,-87.678439949,"(41.900440741, -87.678439949)"
2115078,HH346636,05/02/2002 02:40:00 PM,076XX S GREEN ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0621,006,17,71,08B,1171962,1854137,2002,02/10/2018 03:50:01 PM,41.755201817,-87.645372621,"(41.755201817, -87.645372621)"
2117239,HH355285,05/05/2002 02:30:00 AM,009XX W WEED ST,0810,THEFT,OVER $500,OTHER,false,false,1822,018,32,8,06,1169814,1910460,2002,02/28/2018 03:56:25 PM,41.909804314,-87.651606387,"(41.909804314, -87.651606387)"
2119818,HH354895,05/07/2002 05:20:00 AM,049XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1531,015,37,25,06,1143286,1904515,2002,02/28/2018 03:56:25 PM,41.894027788,-87.749208636,"(41.894027788, -87.749208636)"
2120404,HH359072,05/09/2002 12:10:00 AM,015XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1231,012,2,28,15,1166352,1894784,2002,02/28/2018 03:56:25 PM,41.866863003,-87.664772948,"(41.866863003, -87.664772948)"
2121703,HH357865,05/08/2002 01:58:00 PM,044XX S WELLS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0935,009,3,37,15,1175361,1875336,2002,02/28/2018 03:56:25 PM,41.813298862,-87.632282824,"(41.813298862, -87.632282824)"
2122858,HH361213,05/09/2002 10:35:00 PM,0000X E CHICAGO AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,true,false,1833,018,42,8,06,1176365,1905732,2002,02/28/2018 03:56:25 PM,41.896685066,-87.627683859,"(41.896685066, -87.627683859)"
2124072,HH361386,05/10/2002 12:53:54 AM,055XX S UNION AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0711,007,3,68,26,1172578,1868092,2002,02/28/2018 03:56:25 PM,41.793482429,-87.642704458,"(41.793482429, -87.642704458)"
2124255,HH364184,05/11/2002 12:00:00 AM,058XX W WAVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1633,016,38,15,14,1136687,1924006,2002,02/28/2018 03:56:25 PM,41.947634055,-87.772977257,"(41.947634055, -87.772977257)"
2128144,HH370405,05/13/2002 05:00:00 PM,002XX W HILL ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1823,018,27,8,08A,1174413,1907689,2002,02/28/2018 03:56:25 PM,41.902099008,-87.634794626,"(41.902099008, -87.634794626)"
2128682,HH360218,05/09/2002 01:45:00 PM,002XX N PINE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1523,015,28,25,08A,1139459,1901147,2002,02/10/2018 03:50:01 PM,41.884856209,-87.763346345,"(41.884856209, -87.763346345)"
2133001,HH372200,05/14/2002 09:21:33 PM,064XX S ST LAWRENCE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,0312,003,20,42,04A,1181341,1862454,2002,02/10/2018 03:50:01 PM,41.777813562,-87.61074529,"(41.777813562, -87.61074529)"
2133185,HH372282,05/14/2002 09:50:00 PM,059XX S TALMAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0824,008,16,66,08B,1159726,1865120,2002,02/28/2018 03:56:25 PM,41.785600514,-87.689913385,"(41.785600514, -87.689913385)"
2135949,HH374146,05/15/2002 06:15:00 PM,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,2311,019,46,3,11,1167942,1930944,2002,02/10/2018 03:50:01 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
2138219,HH374053,05/15/2002 05:40:00 PM,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,2311,019,46,3,11,1167942,1930944,2002,02/10/2018 03:50:01 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
2139620,G290237,05/20/2001 03:40:21 AM,025XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1135,011,2,28,08B,1159654,1897645,2001,08/17/2015 03:03:40 PM,41.874854374,-87.689283325,"(41.874854374, -87.689283325)"
2141058,HH376901,05/16/2002 08:39:47 PM,007XX E 75TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0624,006,6,69,18,1182632,1855451,2002,02/28/2018 03:56:25 PM,41.758566778,-87.606229539,"(41.758566778, -87.606229539)"
2145263,HH389658,05/22/2002 07:21:00 PM,025XX W JACKSON BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,CHA PARKING LOT/GROUNDS,false,false,1125,011,2,28,04B,1159609,1898614,2002,02/28/2018 03:56:25 PM,41.877514327,-87.689421855,"(41.877514327, -87.689421855)"
2149045,HH396030,05/25/2002 01:00:00 PM,034XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,false,false,1924,019,44,6,06,1165041,1922947,2002,02/28/2018 03:56:25 PM,41.944172132,-87.668784809,"(41.944172132, -87.668784809)"
2149734,HH397333,05/25/2002 11:00:00 PM,035XX W 77TH PL,0820,THEFT,$500 AND UNDER,OTHER,false,false,0835,008,18,70,06,1154134,1852985,2002,02/28/2018 03:56:25 PM,41.752413176,-87.710738522,"(41.752413176, -87.710738522)"
2150167,HH398063,05/25/2002 08:30:00 PM,032XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0924,009,11,60,06,1169515,1883121,2002,02/28/2018 03:56:25 PM,41.834790542,-87.653500214,"(41.834790542, -87.653500214)"
2150233,HH398449,05/26/2002 07:05:00 PM,043XX S KOMENSKY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0815,008,14,57,14,1150070,1875491,2002,02/28/2018 03:56:25 PM,41.814252918,-87.725048088,"(41.814252918, -87.725048088)"
2150257,HH398603,05/26/2002 01:00:00 PM,002XX W ADAMS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0112,001,2,32,06,1174642,1899412,2002,02/28/2018 03:56:25 PM,41.879381337,-87.634201201,"(41.879381337, -87.634201201)"
2150951,HH397712,05/26/2002 01:15:00 PM,074XX S DORCHESTER AVE,0460,BATTERY,SIMPLE,STREET,false,true,0324,003,5,43,08B,1186827,1856042,2002,02/10/2018 03:50:01 PM,41.760090211,-87.590836687,"(41.760090211, -87.590836687)"
2151025,HH399142,05/27/2002 01:00:00 AM,037XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,STREET,false,false,1732,017,39,16,05,1151058,1924701,2002,02/10/2018 03:50:01 PM,41.949271219,-87.720134201,"(41.949271219, -87.720134201)"
2152039,HH390233,05/23/2002 01:00:00 AM,004XX W WINNECONNA PKWY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0621,006,17,69,18,1174560,1853267,2002,02/28/2018 03:56:25 PM,41.752757026,-87.635877525,"(41.752757026, -87.635877525)"
2153498,HH389822,05/22/2002 01:00:00 PM,020XX S ARCHER AVE,0810,THEFT,OVER $500,OTHER,false,false,0134,001,3,33,06,1175904,1890639,2002,02/10/2018 03:50:01 PM,41.855279355,-87.629831377,"(41.855279355, -87.629831377)"
2153609,HH400729,05/27/2002 06:00:00 PM,085XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0614,006,18,71,06,1166828,1848104,2002,02/28/2018 03:56:25 PM,41.738757525,-87.664359266,"(41.738757525, -87.664359266)"
2154161,HH384293,05/20/2002 12:06:03 PM,057XX S PEORIA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0712,007,16,68,18,1171289,1866714,2002,02/10/2018 03:50:01 PM,41.789729362,-87.647471411,"(41.789729362, -87.647471411)"
2155638,HH405214,05/29/2002 07:00:00 PM,029XX S DR MARTIN LUTHER KING JR DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2122,001,4,35,26,1179394,1885524,2002,10/26/2018 04:01:05 PM,41.841164277,-87.6171782,"(41.841164277, -87.6171782)"
